0.066667,1,0.0010871,0.0008026,1,0,0.060877,-0.024535,0.0053991,0.0022122
0.13333,1,0.008121,-0.003273,1.0007,0.00029511,0.039451,-0.023742,0.0038902,0.0098572
0.2,1,0.0093166,0.0058143,1.001,-0.018273,0.021882,-0.020286,0.0026121,0.015238
0.26667,1,0.0097624,-0.007574,1.0006,-0.027114,0.010909,-0.0072891,0.0016985,0.016088
0.33333,1,-0.0033073,-0.014398,1.0007,0.03571,0.0084821,0.038499,0.0011269,0.010769
0.4,1,0.0029757,-0.011236,1,-0.018665,0.01971,0.17942,0.00072595,-0.00099662
0.46667,1,-0.0032718,0.0042547,1.0009,0.018595,0.062964,0.5391,0.00025246,-0.018173
0.53333,1,0.013777,0.0019021,1.0013,0.0069607,0.1866,1.2957,-0.00049575,-0.038906
0.6,1,0.013463,-0.015147,1.0011,-0.024751,0.48598,2.6176,-0.0015858,-0.060174
0.66667,1,0.0064829,-0.011829,1.0007,-0.043024,1.1043,4.5458,-0.0029143,-0.076669
0.73333,1,-0.0050295,-0.01123,1.0004,0.061671,2.196,6.887,-0.0042404,-0.081352
0.8,1,0.0025573,0.0087889,1.0007,0.014151,3.8453,9.2089,-0.0052773,-0.06975
0.86667,1,0.040345,0.94734,0.9999,-0.17071,5.9717,10.985,-0.0058181,-0.045862
0.93333,1,0.25257,3.6352,0.99888,0.0056773,8.2886,11.834,-0.0058513,-0.02372
1,1,0.83131,4.1818,0.99739,-0.04014,10.373,11.7,-0.005603,-0.020559
1.0667,1,1.9279,5.0808,0.99869,-0.044583,11.836,10.873,-0.0054544,-0.044977
1.1333,1,4.1571,5.1971,0.99824,0.066334,12.5,9.8129,-0.0057584,-0.089293
1.2,1,5.0357,5.7469,0.99851,-0.028904,12.464,8.9291,-0.0066575,-0.13301
1.2667,1,5.1031,6.1083,0.99712,-0.063286,12.019,8.4283,-0.0080305,-0.15521
1.3333,1,5.1751,6.7783,0.99745,-0.12555,11.483,8.3092,-0.0096182,-0.14618
1.4,1,6.9554,7.2202,0.99679,-0.10187,11.069,8.4556,-0.011245,-0.11
1.4667,1,7.5752,8.0451,0.99484,-0.026228,10.862,8.7406,-0.012956,-0.057688
1.5333,1,7.8519,8.2549,0.99249,-0.11823,10.86,9.083,-0.014923,0.0016749
1.6,1,8.706,9.0835,0.99507,-0.11549,11.019,9.4484,-0.017186,0.064475
1.6667,1,9.2959,9.8441,0.9934,-0.060309,11.259,9.826,-0.019431,0.12882
1.7333,1,10.167,10.156,0.99288,-0.070894,11.47,10.205,-0.021048,0.18806
1.8,1,10.819,11.19,0.98687,-0.092877,11.537,10.564,-0.021484,0.22815
1.8667,1,11.891,11.869,0.98691,-0.086727,11.41,10.88,-0.020619,0.23238
1.9333,1,12.921,12.115,0.98473,0.094687,11.135,11.141,-0.018868,0.1914
2,1,13.691,13.737,0.9844,-0.017725,10.84,11.359,-0.016909,0.1121
2.0667,1,13.905,14.188,0.98536,0.041255,10.646,11.566,-0.015254,0.017981
2.1333,1,14.145,14.699,0.98231,0.092968,10.605,11.789,-0.013994,-0.060978
2.2,1,15.321,15.261,0.98307,-0.052009,10.694,12.02,-0.012897,-0.1038
2.2667,1,16.364,16.937,0.97991,-0.081438,10.863,12.213,-0.011739,-0.10891
2.3333,1,17.168,16.955,0.98102,-0.045602,11.086,12.312,-0.010611,-0.092024
2.4,1,17.263,17.909,0.97771,-0.017131,11.358,12.292,-0.009968,-0.073034
2.4667,1,18.037,19.758,0.97966,-0.010759,11.649,12.183,-0.010414,-0.062009
2.5333,1,19.09,19.728,0.98061,0.0099196,11.866,12.053,-0.01234,-0.054737
2.6,1,20.005,19.953,0.979,-0.10335,11.885,11.966,-0.015622,-0.040182
2.6667,1,20.735,21.79,0.9756,-0.014306,11.627,11.939,-0.01952,-0.012354
2.7333,1,21.731,22.11,0.97795,-0.11075,11.132,11.941,-0.022876,0.023933
2.8,1,22.837,22.651,0.9774,-0.061641,10.553,11.919,-0.024542,0.057897
2.8667,1,23.174,23.929,0.96686,-0.008847,10.083,11.816,-0.023877,0.083229
2.9333,1,23.177,24.874,0.96802,0.029153,9.8467,11.59,-0.02104,0.10447
3,1,23.823,25.053,0.96838,-0.051448,9.8324,11.194,-0.016899,0.13344
3.0667,1,24.956,26.058,0.96709,-0.074471,9.8944,10.575,-0.012619,0.17838
3.1333,1,25.887,26.996,0.96674,0.049408,9.8119,9.68,-0.0091667,0.23436
3.2,1,25.977,27.834,0.96595,-0.088688,9.3722,8.4924,-0.006983,0.28255
3.2667,1,26.777,28.026,0.96689,0.069415,8.451,7.0578,-0.0059309,0.29967
3.3333,1,27.84,28.747,0.96648,0.069804,7.0699,5.4907,-0.0054759,0.27149
3.4,1,28.772,29.078,0.96602,0.12843,5.4097,3.9493,-0.004983,0.202
3.4667,1,28.7,29.101,0.96519,0.15275,3.7546,2.5882,-0.0040122,0.1126
3.5333,1,28.183,29.026,0.96345,0.085576,2.382,1.513,-0.0024957,0.03151
3.6,1,28.238,29.018,0.96361,0.10013,1.4493,0.75689,-0.00071952,-0.020334
3.6667,1,28.616,29.049,0.96519,0.080105,0.94578,0.28633,0.00087022,-0.038758
3.7333,1,28.239,29.053,0.96587,0.069313,0.73155,0.029711,0.0019042,-0.035287
3.8,1,28.612,29.044,0.96493,0.024529,0.62954,-0.09034,0.0022263,-0.026554
3.8667,1,28.638,28.983,0.96474,0.12407,0.50716,-0.13566,0.0018886,-0.022189
3.9333,1,28.689,28.984,0.96668,0.12276,0.30936,-0.14607,0.0010748,-0.02071
4,1,28.666,28.957,0.9654,0.14439,0.04572,-0.1421,3.4838e-05,-0.015996
4.0667,1,28.666,29.015,0.96601,-0.036854,-0.24132,-0.13092,-0.00096246,-0.006873
4.1333,1,28.664,29.018,0.96606,0.0013565,-0.50343,-0.11323,-0.0016955,0.00078466
4.2,1,28.686,28.928,0.96539,0.13782,-0.70092,-0.090338,-0.0020718,0.0017845
4.2667,1,28.234,28.878,0.96308,0.18451,-0.80859,-0.068311,-0.0021522,0.00026915
4.3333,1,28.674,28.956,0.9661,0.1088,-0.81799,-0.055737,-0.0020579,0.0088976
4.4,1,28.228,29.013,0.96497,-0.036673,-0.7378,-0.05672,-0.001798,0.038637
4.4667,1,28.245,28.978,0.96511,-0.0033131,-0.59115,-0.065623,-0.0011526,0.089592
4.5333,1,28.234,28.93,0.96403,0.12788,-0.40858,-0.069102,0.00026841,0.15167
4.6,1,28.265,28.901,0.96485,0.17893,-0.21801,-0.054358,0.002797,0.21311
4.6667,1,28.238,28.925,0.9634,0.10116,-0.03561,-0.017335,0.0064485,0.26798
4.7333,1,28.219,28.931,0.96359,0.032672,0.13752,0.034624,0.010812,0.31752
