0.066667,1,0,0,1,0,1.0674,-1.2968,0.040013,-1.7172
0.13333,1,0.035581,-0.043228,1.0013,0.057239,-5.1527,4.4224,0.029795,-0.41303
0.2,1,0.052266,-0.02843,1.0014,0.012142,-10.488,9.7793,0.019315,0.88887
0.26667,1,0.010655,-0.043635,1.0005,0.083454,-15.19,14.466,0.010071,2.1491
0.33333,1,0.012759,0.00097205,1.0005,-0.084017,-19.925,18.535,0.0021888,3.3263
0.4,1,-0.025466,0.019608,1.0001,-0.024901,-24.91,22.1,-0.0045158,4.4262
0.46667,1,-0.31219,0.57218,0.9991,-0.16747,-30.078,25.19,-0.009453,5.5047
0.53333,1,-0.87908,1.8653,0.99885,-0.25974,-35.219,27.34,-0.013109,6.4809
0.6,1,-1.5419,3.1468,0.99864,-0.47227,-40.088,28.223,-0.01556,7.3179
0.66667,1,-3.2914,3.9626,0.99912,-0.61919,-44.064,28.154,-0.017756,7.9952
0.73333,1,-5.3043,4.562,0.99834,-0.75958,-46.506,27.493,-0.019909,8.5796
0.8,1,-6.0866,5.0697,0.99816,-1.0068,-48.002,26.329,-0.021232,9.0486
0.86667,1,-6.0827,4.799,0.99722,-1.1296,-49.537,25.263,-0.021695,9.3721
0.93333,1,-6.5102,5.0178,0.99826,-1.2894,-51.128,24.649,-0.022652,9.6115
1,1,-7.5733,5.4612,0.99691,-1.4645,-52.245,23.889,-0.02397,9.7811
1.0667,1,-8.3402,5.3975,0.99738,-1.5976,-52.854,23.125,-0.025444,9.905
1.1333,1,-9.2284,5.6743,0.99593,-1.7579,-53.097,22.691,-0.026946,9.9884
1.2,1,-10.065,6.1074,0.99609,-1.9495,-53.144,22.607,-0.028123,10.022
1.2667,1,-10.894,6.7185,0.9955,-2.1139,-53.249,23.115,-0.029523,10.031
1.3333,1,-12.008,7.2104,0.994,-2.2243,-53.487,24.001,-0.029422,10.104
1.4,1,-13.322,7.6366,0.99373,-2.4813,-53.837,24.862,-0.028314,10.131
1.4667,1,-14.482,7.7906,0.99351,-2.672,-54.05,25.935,-0.028076,10.068
1.5333,1,-15.06,8.4652,0.993,-2.7485,-54.072,26.925,-0.027923,10.08
1.6,1,-15.492,9.194,0.99288,-2.9829,-54.175,27.439,-0.027444,10.116
1.6667,1,-16.421,9.2706,0.99204,-3.0898,-54.397,28.099,-0.027163,10.138
