0,1,0,0,1,0,0,0,0,0
0.066667,1,0,0,1,0,-0.40026,-0.22545,0,-0.59777
0.13333,1,-0.013342,-0.0075151,0.99922,-0.019926,-0.34055,-0.17886,0,-0.53258
0.2,1,-0.0044735,-0.01333,0.99926,-0.0010522,-0.27913,-0.13264,0,-0.43971
0.26667,1,-0.023272,0.0055315,0.99912,-0.032142,-0.21195,-0.10114,0,-0.35579
0.33333,1,-0.0051317,-0.007929,0.99939,-0.014213,-0.15552,-0.074545,0,-0.27631
0.4,1,-0.027479,0.001961,0.99856,-0.060188,-0.11051,-0.047438,0,-0.18695
0.46667,1,-0.0090598,0.00042059,0.99923,-0.00061407,-0.070719,-0.027144,0,-0.12971
0.53333,1,0.011331,0.0034415,0.99949,-0.042479,-0.061287,-0.0056606,0,-0.11409
0.6,1,-0.00053515,-0.011753,0.99862,0.024456,-0.060464,0.012822,0,-0.11788
0.66667,1,-0.018732,-0.0072664,0.99865,-0.019043,-0.044602,0.023906,0,-0.12526
0.73333,1,-0.01744,-0.0023812,0.99872,-0.064275,-0.032824,0.035479,0,-0.11921
0.8,1,-0.02755,0.009521,0.99879,-0.053547,-0.017032,0.035315,0,-0.10452
0.86667,1,-0.010895,-0.0058762,0.99873,-0.023006,-0.0068516,0.028079,0,-0.10718
0.93333,1,-0.031565,-0.0091488,0.99824,-0.044509,-0.0042966,0.043914,0,-0.12434
1,1,-0.012885,-0.0085471,0.99918,0.0008088,0.001942,0.063308,0,-0.15369
1.0667,1,-0.01252,0.0019185,0.99864,-0.010143,-0.0091986,0.069484,0,-0.2137
1.1333,1,-0.015383,0.0088264,0.99954,-0.025576,-0.021112,0.068772,0,-0.24718
1.2,1,-0.013621,0.0203,0.99949,-0.10166,-0.01256,0.055269,0,-0.21198
1.2667,1,-0.0010091,-0.0050898,0.99935,-0.01345,-0.00081278,0.052296,0,-0.17115
1.3333,1,-0.0068613,0.0022958,0.9993,-0.039128,-0.0079642,0.074275,0,-0.16603
1.4,1,-0.026221,0.016988,0.9988,-0.10734,-0.017814,0.07656,0,-0.12753
1.4667,1,0.0022224,0.0042606,1.0002,-0.059418,-0.04004,0.061849,0,-0.083742
1.5333,1,-0.02736,-0.00024856,0.99951,-0.081564,-0.054187,0.05434,0,-0.042713
1.6,1,-0.021297,0.03078,0.9995,-0.077461,-0.03911,0.021892,0,0.016046
1.6667,1,-0.018403,0.00087507,0.99885,-0.061447,-0.0013071,-0.092735,0,0.056299
1.7333,1,-0.036932,0.012421,0.99875,-0.082835,0.24034,0.097383,0,0.10452
1.8,1,-0.022047,0.0043121,0.99869,-0.039401,1.3851,1.7223,0,0.11784
1.8667,1,-0.009728,0.0050706,0.99869,-0.054651,4.2071,5.1719,0,0.068862
1.9333,1,0.0088291,0.023748,0.9993,-0.021464,8.6253,9.9292,0,0.014621
2,1,-0.029141,0.062948,0.9994,-0.072039,14.012,15.683,0,-0.0035912
2.0667,1,-0.033685,-0.0071172,0.99895,-0.009238,20.362,22.553,0,-0.07465
2.1333,1,-0.04341,-0.006561,0.99926,-0.060501,28.132,30.902,0,-0.17583
2.2,1,-0.015577,-0.014089,0.99894,-0.0081497,37.427,40.514,0,-0.27654
2.2667,1,0.010979,-0.017985,1.0004,-0.046521,48.02,51.474,0,-0.40303
2.3333,1,0.080081,-0.2831,0.99943,-0.053417,59.579,64.185,0,-0.51308
